,returnPeriodBankfullQ,meanAnIndFloodDuration,cvAnIndFloodDuration,meanAnIndOverbankFloodDuration,returnPeriodIndBankfullQ,meanAnFloodDuration,cvFloodDuration,meanAnOverbankFloodDuration,meanAnOverbankFloodVolRelBankfull,bankfullQ,meanQ,YearEvent1,YearEvent2,YearEvent5,YearEvent10,YearEvent15,YearEvent20,meanAnDailyQ,medQ,specificMeanQ,specificMedQ,cvMeanQ,skewnessQ,meanQ01,meanQ02,meanQ03,meanQ04,meanQ05,meanQ06,meanQ07,meanQ08,meanQ09,meanQ10,meanQ11,meanQ12,cvQ01,cvQ02,cvQ03,cvQ04,cvQ05,cvQ06,cvQ07,cvQ08,cvQ09,cvQ10,cvQ11,cvQ12,seasonMeanQ1,seasonMeanQ2,seasonMeanQ3,seasonMeanQ4,seasonCvQ1,seasonCvQ2,seasonCvQ3,seasonCvQ4,specificAnMeanQ,CvAnQ,skewnwssAnQ,specificAnMedQ,medAnMinQ,exceedQ75.,exceedQ90.,exceedQ99.,specificMeanAnMin,medAnMaxQrelativeToMeanAnDailyQ,exceedQ1.,exceedQ10.,exceedQ25.,specificMeanAnMax,volHighQ1x,volHighQ3x,volHighQ7x,ARI1,ARI2,ARI3,ARI4,ARI5,ARI6,skewAnMaxQ,meanAnSpell75.Exceed,meanAnSpell90.Exceed,meanAnSpell99.Exceed,cvAnSpell75.Exceed,cvAnSpell90.Exceed,cvAnSpell99.Exceed,meanAnSpell25.Exceed,meanAnSpell10.Exceed,meanAnSpell1.Exceed,cvAnSpell25.Exceed,cvAnSpell10.Exceed,cvAnSpell1.Exceed,meanAnSpell3x,meanAnSpell7x,meanAnMinMov1,cvAnMinMov1,meanAnMinMov3,cvAnMinMov3,meanAnMinMov7,cvAnMinMov7,meanAnMinMov30,cvAnMinMov30,meanAnMinMov90,cvAnMinMov90,lowQDuration75,lowQDuration90,lowQDuration99,CVlowQDuration75,CVlowQDuration90,CVlowQDuration99,meanAnZeroFlowDays,cvAnZeroFlowDays,meanAnMaxMov1,cvAnMaxMov1,meanAnMaxMov3,cvAnMaxMov3,meanAnMaxMov7,cvAnMaxMov7,meanAnMaxMov30,cvAnMaxMov30,meanAnMaxMov90,cvAnMaxMov90,highQduration25,highQduration10,highQduration01,cvHighQduration25,cvHighQduration10,cvHighQduration01,predictabilityMeanQ,constancyMeanQ,seasonalityMeanQ,perenniality,JDayAnMin,sdJDayAnMin,predictabilityMinQ,seasonalityMinQ,JDayAnMax,sdJDayAnMax,predictabilityMaxQ,seasonalityMaxQ,riseRate,cvRise,fallRate,cvFall,revPerYear,cvRev,catchmentArea
8020070,1.58,0.014419347,0.558050063,0.119054185,7.860882957,0.014080375,0.56487903,0.119054185,1517.112574,7066.023047,176.636672,6069.737841,7506.375708,9935.92264,12603.11833,13355.7685,13753.42849,176.6504309,4.471474455,2.16E-05,5.48E-07,3.81287444,8.748833413,460.5730268,796.8425022,574.9577353,123.9355706,37.69807679,22.18619198,10.71901042,4.262657754,2.506137983,5.626353941,15.25444206,102.8294896,2.39752008,1.653385556,2.13427545,2.776651156,3.877718277,5.067401073,5.665950295,5.748367421,12.14460804,7.201709344,5.498844736,3.012086544,2.50742818,1.397513561,0.069537081,0.043998827,2.339743379,3.161510478,6.10356548,7.293359434,0.007905692,0.857563863,1.84508439,0.005878238,0,0,0,0,0,12.71907499,3193.106097,343.6090236,69.42195782,0.000395021,86.26163323,84.26163323,80.26163323,1958.441244,3199.879871,5535.025283,7437.951822,8890.321331,9238.730322,1.727610215,139.7698413,139.7698413,139.7698413,0.310166947,0.310166947,0.310166947,91.30952381,36.52380952,3.658730159,0.335664467,0.640277346,1.678867777,27.1031746,13.11904762,0,0,0,0,0,0,0.036421941,10.53262574,0.495295997,6.157831917,36.10748958,36.10748958,36.10748958,0.632495343,0.632495343,0.632495343,139.7698413,0.310166947,3223.567631,0.931512494,3122.488608,0.938083824,2783.748189,0.948284071,1432.591413,0.91267887,763.1487181,0.757558309,26.70916453,19.61022409,8.170289855,0.663540029,0.812867591,0.491962048,0.721968987,0.608212701,0.157563951,2.847814846,251,114.8189742,0.898916198,0.049922132,58,33.12266763,0.587314229,0.260037061,64.71924074,2.685556469,33.03735947,3.409103205,46.76190476,0.195387175,8160505.117
8020070,1.58,0.015449301,0.508927122,0.11111724,8.384941821,0.015058179,0.500688232,0.11111724,1489.234093,7186.645236,176.7974602,6231.87715,7607.43039,10030.56966,12233.5296,13393.52005,13815.96712,176.8114684,0,2.17E-05,0,3.887388229,8.566773245,480.3042401,816.5257741,565.0643248,113.5124031,33.39220887,19.20871871,9.467759128,3.299978766,2.0312734,4.700375779,12.18901406,100.7966853,2.392117086,1.665495994,2.159268155,3.008786659,4.342348271,5.579907868,6.283158449,6.70259834,14.36606864,8.307182708,7.286706673,3.145461743,2.574376714,1.349955739,0.059762652,0.0355731,2.356941044,3.250531651,6.788739368,9.296475245,0.007912889,0.88512492,1.873295145,0.005870826,0,0,0,0,0,12.74011261,3278.077328,344.9380809,59.16146158,0.000394547,86.63701569,84.63701569,80.63701569,1984.933128,3188.144858,5486.770816,7477.199712,8933.705014,9274.836703,1.73032732,195.5,195.5,195.5,0.208949998,0.208949998,0.208949998,91.30952381,36.52380952,3.658730159,0.336475328,0.644255049,1.700794695,27.51587302,13.47619048,0,0,0,0,0,0,0.010430786,11.22497216,0.273986437,8.957404042,51.64910851,51.64910851,51.64910851,0.67088964,0.67088964,0.67088964,195.5,0.208949998,3219.702013,0.938472844,3125.322961,0.943484425,2803.603388,0.949180661,1469.001278,0.918987056,781.3790095,0.766973217,25.93263903,20.23917379,8.852272727,0.67716006,0.798984641,0.500115846,0.724186795,0.611560015,0.155521726,2.391677172,250,172.1520646,0.905903122,0.044795242,58,34.65956887,0.596762384,0.256801129,86.50832823,2.306102357,43.24589914,2.857206636,41.95238095,0.217022212,8160505.117
8020070,1.58,0.014419347,0.539276162,0.119054185,7.860882957,0.014080375,0.543894716,0.119054185,1568.462837,7127.540704,168.8075789,6103.084105,7636.600841,10153.50741,12884.92623,13533.31899,13890.23488,168.8211693,0,2.07E-05,0,4.025110934,8.875818795,448.692357,784.081421,555.9353609,108.1621535,30.280527,17.91222165,8.521829772,2.956975116,1.858780931,4.157781539,9.94937827,90.66538462,2.503991752,1.705999165,2.230639142,3.167925457,4.74082284,6.101519999,6.760329893,7.185057986,15.41254137,9.041954936,8.286243094,3.427795266,2.551130855,1.37908224,0.057514005,0.031451117,2.441461954,3.375180622,7.429048852,10.3228803,0.007555287,0.901043456,1.894006814,0.005509156,0,0,0,0,0,13.31402077,3213.006052,320.3782022,49.35047601,0.00039899,91.62146384,89.62146384,85.62146384,1956.227394,3216.543473,5621.466785,7569.096901,8954.019018,9460.465421,1.716074388,213.1825397,213.1825397,213.1825397,0.180019206,0.180019206,0.180019206,91.30952381,36.52380952,3.658730159,0.336272796,0.640726772,1.68880551,27.19047619,13.49206349,0,0,0,0,0,0,0.00349022,11.22497216,0.208167891,9.654549707,54.02930188,54.02930188,54.02930188,0.666600588,0.666600588,0.666600588,213.1825397,0.180019206,3255.961508,0.939248216,3147.920155,0.94692529,2796.430988,0.96105233,1425.977931,0.930603537,751.116007,0.778917788,26.36558327,19.66764706,8.050724638,0.676074789,0.815606539,0.504550778,0.730023222,0.620890793,0.149491721,2.232335625,273,209.3209922,0.909287857,0.042223073,59,33.50787635,0.596440418,0.251759652,85.89826714,2.312364864,51.55950809,2.756160982,37.71428571,0.233112843,8160505.117
8020070,1.58,0.015449301,0.508927122,0.11111724,8.384941821,0.015058179,0.500688232,0.11111724,1470.001132,6980.330755,160.8714683,6039.910341,7395.084331,9786.227168,11963.19071,13110.39797,13528.31859,160.8847525,0,1.97E-05,0,4.117237861,8.812465859,440.5198398,760.5271765,521.042242,95.72050323,26.26816462,15.11255792,7.366205778,2.267180431,1.595888819,3.595742119,8.469017721,84.5409732,2.532774876,1.735937177,2.272478216,3.38077064,5.110371035,6.514008685,7.162139771,7.87565741,16.25697453,9.494058622,9.761598533,3.556217616,2.600634672,1.340405609,0.050811001,0.028240087,2.482924841,3.472714087,7.958948885,11.8123383,0.007200092,0.931338912,1.928038745,0.005294995,0,0,0,0,0,13.28419618,3139.05109,298.0036793,37.01623448,0.000379219,93.41701372,91.41701372,87.41701372,1876.549616,3051.035145,5306.750124,7266.705602,8703.350873,9040.031159,1.749750597,232.8412698,232.8412698,232.8412698,0.158324086,0.158324086,0.158324086,91.30952381,36.52380952,3.658730159,0.336475328,0.644255049,1.700794695,27.03174603,13.73809524,0,0,0,0,0,0,0,0,0.146119579,10.43749582,59.98586753,59.98586753,59.98586753,0.704142228,0.704142228,0.704142228,232.8412698,0.158324086,3094.617145,0.957838578,3002.301153,0.963176743,2687.460632,0.970082319,1388.851037,0.945895701,729.1297664,0.794264095,25.93263903,20.23917379,8.852272727,0.67716006,0.798984641,0.500115846,0.735726132,0.627967779,0.146465306,1.983489691,250,203.4525802,0.915878511,0.04041931,58,34.65956887,0.604979088,0.239739303,98.42890202,2.145403565,52.90584193,2.573501369,33.80952381,0.255415458,8160505.117
8020080,1.58,0.014784394,0.545769183,0.119054185,7.860540726,0.014080375,0.538520889,0.119054185,1450.450278,6217.412188,145.6474208,5332.919773,6780.434215,9054.412968,11275.37206,12045.64418,12381.56701,145.659169,1.407961797,1.55E-05,1.50E-07,4.066992854,9.100037249,344.940963,666.021812,526.6006482,106.7841014,28.64104428,17.61034796,7.538826517,2.891400659,1.612465109,3.182219084,6.704654476,67.0904512,2.52987871,1.745935169,2.233796199,2.974104581,4.357353327,5.572034052,6.067890252,6.044603719,13.840273,8.991641203,6.317303329,3.73276618,2.402822137,1.523632968,0.063557856,0.026268644,2.499110396,3.349526944,6.818915032,8.424241665,0.005654871,0.922893145,1.922916957,0.004107953,0,0,0,0,2.57E-10,12.54740161,2781.0722,267.8350477,43.91624669,0.000294468,95.14250238,93.14250238,89.14250238,1675.837632,2814.534387,4947.545031,6560.576388,7946.784798,8201.713333,1.800959532,152.5873016,152.5873016,152.5873016,0.42386933,0.42386933,0.42386933,91.30952381,36.52380952,3.658730159,0.348959483,0.65113454,1.697277255,26.67460317,13.21428571,0.002416472,11.22497216,0.003143859,10.40773036,0.004924268,8.396990222,0.027228598,5.547865624,0.290851751,6.217818403,27.8713919,27.8713919,27.8713919,0.808299148,0.808299148,0.808299148,152.5873016,0.42386933,2770.095138,0.979115786,2680.501353,0.988147791,2394.095769,0.996010214,1227.592829,0.963523553,643.1474284,0.804786143,22.50238853,19.92215496,8.462962963,0.995208199,0.822668631,0.529101142,0.738790795,0.63132722,0.145458736,2.255451845,253,153.8852644,0.907791391,0.042114963,61,33.32202189,0.601270967,0.241867606,59.25522367,2.609936589,30.72880537,3.360395078,63.73809524,0.230328451,9407109.289
8020080,1.58,0.019662747,0.334282684,0.087306403,10.48117728,0.019575633,0.312823639,0.087306403,1288.780984,6650.90974,152.8059623,5717.544563,7130.184872,9120.785557,11160.11727,11997.78972,12456.54061,152.8189121,0,1.62E-05,0,4.14160176,8.381801386,384.6572165,731.4110778,540.0983596,95.01043865,22.99236388,13.89358771,5.926344873,1.599006411,1.258060991,2.552152313,4.347748766,65.4522295,2.546265616,1.706371921,2.244305752,3.459842738,5.57558249,6.998458814,7.428876039,8.347639148,16.32838127,10.51530756,12.55615816,4.052345513,2.509772415,1.444438116,0.046243182,0.017783885,2.492368137,3.475556032,8.748006442,13.61197104,0.005932806,0.974320886,1.969898122,0.004082032,0,0,0,0,0,11.973161,3091.229418,282.4946873,20.83576273,0.000292372,87.3393906,85.3393906,81.3393906,1795.107692,3018.337771,4905.304806,6554.356256,7788.203808,8153.629272,1.752215052,252.4920635,252.4920635,252.4920635,0.13233568,0.13233568,0.13233568,91.30952381,36.52380952,3.658730159,0.341516451,0.658934872,1.80875572,27.44444444,14.0952381,0,0,0,0,0,0,0,0,0.097017158,8.985194563,68.46918639,68.46918639,68.46918639,0.840700613,0.840700613,0.840700613,252.4920635,0.13233568,2750.373677,0.980438662,2678.936079,0.990064396,2461.735699,0.9917856,1345.095537,0.972712404,701.6417234,0.824920695,27.06105299,22.38612836,9.585365854,0.838198097,0.780668464,0.521224398,0.746131405,0.645359185,0.135059615,1.60791176,250,218.5615674,0.916489255,0.03764252,59,33.86082627,0.626467457,0.22170077,92.2747732,1.918176073,55.31796507,2.166518727,34.29365079,0.305142999,9407109.289
8020080,1.58,0.015644862,0.584166072,0.11111724,8.384759297,0.015163481,0.597087625,0.11111724,1422.196493,6778.909253,166.8177334,5850.681201,7244.032265,9718.641477,11863.70491,12618.56105,12923.06677,166.8310003,0,1.77E-05,0,3.938879867,8.366656166,417.4930143,775.1682429,583.5203724,113.0917249,30.49782641,18.44426746,8.046629451,2.718599974,1.629836443,3.343755173,6.569059046,78.47237942,2.408607824,1.654283711,2.160320938,3.086851044,4.557727803,5.805929035,6.399530556,6.696398455,14.85131346,9.418022457,8.597940083,3.592204375,2.475481519,1.461326491,0.057798707,0.023031209,2.383257627,3.285301592,7.175068835,10.36725874,0.006476824,0.920109751,1.910592435,0.004778618,0,0,0,0,0,12.04467107,3176.907495,321.8854053,44.82690117,0.000314537,85.12316834,83.12316834,79.12316834,1915.894294,3211.572569,5185.3178,6933.074605,8259.603145,8560.187967,1.766270953,199.9047619,199.9047619,199.9047619,0.271782455,0.271782455,0.271782455,91.30952381,36.52380952,3.658730159,0.34745215,0.659216947,1.745191898,27.67460317,13.78571429,0,0,0,0,0,0,0.001907373,11.22497216,0.242412054,7.694652786,30.8560214,30.8560214,30.8560214,0.618687502,0.618687502,0.618687502,199.9047619,0.271782455,2958.882817,0.951697418,2864.968813,0.967413846,2608.849899,0.970014794,1410.951822,0.940130865,744.5131212,0.792123624,21.21817817,20.28187603,8.696969697,0.794609207,0.791671842,0.571310595,0.737016506,0.631386325,0.143321324,2.029722837,274,210.2017738,0.908742953,0.040712413,59,33.94790594,0.603269837,0.249217687,73.78305046,2.262612677,44.37566448,2.578907836,60.02380952,0.305961105,9407109.289
8020080,1.58,0.019662747,0.334282684,0.087306403,10.48117728,0.019575633,0.312823639,0.087306403,1266.019282,6368.702356,134.0424249,5454.943228,6845.864724,8792.108892,10801.21238,11621.95323,12074.2654,134.0544564,0,1.42E-05,0,4.461145534,8.755918501,337.3597572,656.8073546,480.3921523,76.95252455,17.08640988,10.51857718,4.19954901,0.806997387,0.926561384,1.825672989,2.859318844,50.99726273,2.769020128,1.813692088,2.411997494,3.912754124,6.656365681,8.122937884,8.470474055,10.77968305,17.76510166,11.44507872,16.96989569,4.776308818,2.528664943,1.437767637,0.038174177,0.013950993,2.678448954,3.77355735,10.42930456,17.03397595,0.005204298,1.041475324,2.04451003,0.003387295,0,0,0,0,0,12.4969815,2895.441436,216.9406059,0,0.000274845,96.74873947,94.74873947,90.74873947,1646.415655,2823.275918,4661.568136,6273.731994,7482.950684,7841.85801,1.78536307,277.5714286,277.5714286,277.5714286,0.110489263,0.110489263,0.110489263,87.66666667,36.52380952,3.658730159,0.349340071,0.658761928,1.80875572,26.52380952,14.22222222,0,0,0,0,0,0,0,0,0.028278658,8.205678718,79.78914272,79.78914272,79.78914272,0.821269247,0.821269247,0.821269247,277.5714286,0.110489263,2585.496939,1.01301126,2515.178215,1.024135991,2304.623998,1.027665994,1233.152456,1.018929665,632.2346533,0.868163652,23.93768152,21.90823071,9.585365854,0.760819822,0.792172992,0.521224398,0.756476841,0.663410173,0.123026461,1.30916373,223,206.2446536,0.928462614,0.03366308,59,33.86082627,0.637896581,0.201604742,103.2085952,1.804254684,65.77189887,1.978826378,26.30952381,0.347144433,9407109.289
8020081,1.58,0.005030005,1.57991143,0.341288665,2.858502893,0.005298248,1.884449798,0.333351719,36.8406001,77.36371939,2.257945616,65.83957998,86.81966243,142.498626,197.1738884,223.72624,256.4968966,2.258097629,0.013879623,4.35E-06,2.68E-08,3.908227129,14.78412216,6.865173826,9.213645519,5.017713403,1.764126737,0.860410246,0.478253456,0.192322665,0.137400222,0.053180605,0.141980948,0.513163648,2.276941359,2.37905904,2.174595166,1.832021138,2.966646895,4.170331614,5.30586782,9.754579264,8.985940025,16.77040292,7.953413634,4.230906947,2.92751449,2.667848523,1.131971824,0.118273217,0.104109697,2.575696959,2.623165641,7.319359382,6.436892341,0.001590545,0.859086979,2.723180347,0.001223651,0,0,0,0,0,23.49585581,34.46599254,5.594638106,0.744400753,0.000133685,181.781252,179.781252,175.781252,44.38870675,65.36083772,98.41544629,131.4424364,155.0427133,176.8681809,3.284034206,114.015873,114.015873,114.015873,0.906855634,0.906855634,0.906855634,91.30952381,36.52380952,3.658730159,0.383931821,0.532774869,1.435134991,31.74603175,13.42857143,0,0,5.18E-05,5.095847402,0.00022808,2.77885323,0.001590253,1.964536733,0.027538114,2.168772602,4.438673404,4.438673404,4.438673404,0.554807044,0.554807044,0.554807044,114.015873,0.906855634,69.31472562,0.77325204,44.00147238,0.884910708,30.26235022,1.07473392,15.44110217,1.100890338,9.051702414,0.899429384,4.893012668,2.989540737,1.852488095,0.607379268,0.754270164,1.04388029,0.69316784,0.54047219,0.220286691,5.573109323,253,230.8803889,0.921967897,0.034172009,29,45.8789816,0.43584778,0.402100878,4.061998803,2.439161612,1.628705055,3.511504341,109,0.160018516,518493.9788
8020082,1.58,0.003433178,0.495504964,0.500027579,1.965220739,0.003392554,0.388434026,0.492090633,5.65006945,18.70332069,0.546389323,15.06002315,19.77026252,25.54550721,34.57916739,43.10321671,52.64466705,0.54641514,0.002268428,4.10E-06,1.70E-08,3.629039149,11.39300264,1.630377552,2.05927424,1.291163328,0.442409325,0.199934711,0.104469211,0.05365362,0.039681833,0.011538428,0.040897894,0.147066745,0.623249194,2.319300717,1.765253472,2.09624111,3.048923272,4.912159525,5.596328029,10.51315321,10.34450286,16.80460814,8.67274411,4.342130431,2.890985774,2.596330376,1.18358667,0.119907242,0.121195028,2.286565679,2.936768229,8.021179433,6.634496689,0.001498616,0.657353675,1.599665543,0.001158464,0,0,0,0,0,26.94212913,8.659098941,1.383465479,0.155540048,0.000135721,149.5838409,147.5838409,143.5838409,11.86723071,17.71930117,24.08309344,29.00328808,38.74628721,49.44836742,2.799989067,121.9285714,121.9285714,121.9285714,0.893507028,0.893507028,0.893507028,91.30952381,36.52380952,3.658730159,0.411701037,0.531128912,1.122492462,32.65873016,14.34126984,0,0,5.92E-06,6.073680685,3.06E-05,2.749726517,0.00040338,2.490179712,0.006307558,1.805742665,5.370510164,5.370510164,5.370510164,0.588320719,0.588320719,0.588320719,121.9285714,0.893507028,18.07323043,0.745319534,10.6832766,0.756105034,6.931786484,0.782526118,3.535892957,0.758822311,2.114110176,0.629095894,4.869836421,2.832644649,1.608616219,0.621002623,0.702152189,0.757314576,0.689642208,0.537512475,0.220592259,6.039954236,268,242.8412506,0.924439304,0.030682154,30,43.57578693,0.422553927,0.397738564,1.299496429,2.295784704,0.433915371,3.731208911,94.03174603,0.153416829,133164.3316
8020550,1.58,0.010814511,0.516062344,0.158738914,5.989244158,0.010342992,0.523977298,0.158738914,1464.915545,6056.649942,136.6786928,4853.96225,6485.887575,8759.25247,11226.57399,11800.44972,12261.6215,136.6886791,7.358196386,3.00E-05,1.62E-06,4.038007301,10.06824871,406.3870259,634.7519081,375.8465942,76.32745764,24.2995473,15.05934455,9.208007812,3.800049556,3.216134262,6.234077509,21.27231733,94.21898702,2.328218851,1.88150752,2.362573148,3.044571637,3.712323392,4.764428532,5.735071577,5.617133663,10.38739336,4.640423004,3.755501502,2.613987229,2.711528161,1.168589172,0.067997472,0.074604259,2.447992401,3.486912855,5.685866495,5.206379387,0.010969934,0.838409181,1.887671918,0.008514394,0.000210894,0.740383503,0.115473438,0.008477688,2.62E-08,15.7267818,2428.988067,253.1357316,51.06778175,0.000684626,105.0269825,103.0269825,99.02698255,1753.400503,2899.448078,5255.179587,7567.179935,8554.081754,9956.222249,1.69614843,91.30952381,36.52380952,3.658730159,0.482519118,0.882583548,2.558863233,91.30952381,36.52380952,3.658730159,0.344122258,0.618873433,1.571871142,26.03174603,12.35714286,0.119175534,2.535100717,0.128538501,2.418379992,0.169229734,2.391776152,0.339728938,1.89865144,1.00232498,1.835160673,19.59601852,11.56483886,5.583333333,0.524437212,0.61417013,0.578992362,0,NA,3115.489932,0.944753275,2933.802068,0.943929899,2374.122264,0.938280067,1125.655971,0.895282833,593.3568674,0.71284307,26.74345238,17.11332943,6.13836478,0.81897895,0.760373636,0.549488249,0.725102111,0.60532046,0.165192803,3.571575693,247,66.78352853,0.91445523,0.04019419,54,33.02884742,0.58747474,0.267595021,53.73988059,3.590845682,19.22269104,5.081050969,54.3968254,0.164032569,4550644.151
8020551,1.58,0.009403922,0.57445842,0.182549751,5.240588638,0.009222234,0.550625778,0.182549751,24.64613751,77.87211376,1.091491109,64.72072161,91.90389466,120.8215712,158.3566922,183.6822303,190.6581742,1.091618202,0,2.32E-05,0,6.143580668,14.50622998,3.256521412,5.52666145,2.764599595,0.494156198,0.121206094,0.099180426,0.056715626,0.021594185,0.014389086,0.04478829,0.21815286,0.760877508,3.35071455,3.030561797,3.533200498,7.589377932,8.47295782,6.632739282,8.865945357,11.16936024,18.83817171,9.277613441,12.32404084,2.736862559,2.848920086,1.038514129,0.053805702,0.084214822,3.721036871,5.471080485,8.460319867,17.10992283,0.00849041,1.187743361,2.337085994,0.004174747,0,0,0,0,0,12.52494019,21.73388303,1.40879876,0.112578951,0.000751569,191.8732594,189.8732594,185.8732594,14.04601333,27.27513154,69.67994267,110.4830556,121.8524262,145.4963505,2.116829397,195.7619048,195.7619048,195.7619048,0.163588252,0.163588252,0.163588252,91.30952381,36.52380952,3.658730159,0.254293981,0.510247596,1.808425283,21.35714286,10.07936508,0,0,0,0,0,0,2.81E-06,7.19325434,0.001393771,5.073110144,11.23467472,11.23467472,11.23467472,0.301186101,0.301186101,0.301186101,195.7619048,0.163588252,35.28874403,1.334815704,31.26091649,1.371222417,23.76020926,1.363430817,9.976403665,1.329035178,5.181273104,1.045053563,6.798055955,7.530903708,7.667916667,0.460006083,0.697264752,0.580953287,0.743651046,0.650685539,0.125012272,2.75439648,249,192.7123648,0.978463476,0.008461528,53,36.49842354,0.537144864,0.29995151,1.148651187,4.097226366,0.583274424,3.350689891,87.68253968,0.175243037,46953.46141
8020552,1.58,0.010814511,0.559952001,0.158738914,5.989244158,0.010419043,0.479345252,0.158738914,862.5070596,3569.269664,76.18516603,2957.770644,3875.881687,5322.865787,6590.881334,6907.068366,7094.944468,76.19051928,2.799071151,4.19E-05,1.54E-06,4.311192215,9.885122184,232.4727012,366.3242329,213.8478846,39.3580662,10.94391197,5.954844914,3.309082431,0.756694164,0.876726891,2.270501371,8.280514007,47.60315286,2.449344449,1.96215132,2.435506972,3.373992343,4.182390773,4.985224454,6.978553697,4.523764655,11.92421327,4.819444838,4.550375882,3.347270418,2.767591529,1.162683217,0.043470237,0.049777907,2.591665227,3.674711464,6.583684149,6.212136784,0.015299519,0.936099308,2.039261184,0.010077571,7.90E-05,0.228525508,0.031052513,0.00032111,6.51E-09,16.04723389,1509.204021,125.9657306,21.94558439,0.001010557,103.5371351,101.5371351,97.53713512,1044.651509,1792.59351,3243.353362,4370.474608,5180.692762,6306.998642,1.551994948,91.30952381,36.52380952,3.658730159,0.455825811,1.030808578,4.304113643,91.30952381,36.52380952,3.658730159,0.34967367,0.643137058,1.734199158,25.3015873,12.17460317,0.011847304,1.747642248,0.014140656,1.60023553,0.023072849,1.678485751,0.090492552,1.555672305,0.342796144,1.445081393,12.69086066,7.210791524,5.66875,0.470866929,0.54916396,0.563134582,0.873015873,5.244098832,1837.932254,0.968988664,1710.04888,0.97334549,1373.726655,0.970972023,658.4190092,0.936004424,349.5689414,0.776527615,19.86470996,18.51111111,5.751602564,0.867515776,0.898738287,0.610508024,0.743042509,0.629367413,0.152985993,2.335203101,246,78.30749321,0.918939599,0.037540666,53,31.99330287,0.611422586,0.250753113,36.39875261,3.660332698,11.12569002,5.035988189,74.73015873,0.173265396,1818732.026
8020553,1.58,0.010299534,0.702822383,0.16667586,5.717005787,0.010951403,0.695309918,0.16667586,10.90801949,30.37041723,0.38228054,23.32910591,32.99185465,52.13617991,68.1285214,74.21817596,82.13793791,0.382303533,0,1.61E-05,0,6.768388592,18.45317646,1.105603196,1.821477589,1.205825181,0.135130681,0.029454386,0.029765919,0.018965365,0.009296649,0.006668436,0.011552674,0.050386204,0.249296785,3.583778065,3.3042604,4.113887434,6.143824831,11.61522226,6.816271736,8.119998447,8.775111416,17.28031387,6.357397314,7.059674005,2.933718568,2.708610617,1.204089173,0.050301665,0.059497531,4.018881815,6.458878196,8.009684775,9.662517584,0.005878163,1.261296976,2.614615258,0.003265857,0,0,0,0,0,15.25534845,6.829463016,0.468611286,0.038832238,0.000557106,286.133686,284.133686,280.133686,5.355107341,8.928499968,25.92037524,38.02601061,48.28284431,57.65344751,2.853059375,208.1269841,208.1269841,208.1269841,0.147757999,0.147757999,0.147757999,91.30952381,36.52380952,3.658730159,0.244365018,0.509235816,1.808094785,21.27777778,10.42857143,0,0,0,0,0,0,0,0,0.000704556,5.248144672,10.80370473,10.80370473,10.80370473,0.308586456,0.308586456,0.308586456,208.1269841,0.147757999,13.23288298,1.483012642,11.66911395,1.519374165,8.84256971,1.509452207,3.62378545,1.401767596,1.732131942,1.130501249,5.707353904,6.358375135,5.190384615,0.475510142,0.672710801,0.782560834,0.750757798,0.657759508,0.123872559,2.320794039,273,227.6014164,0.976490646,0.007918796,54,36.74223814,0.525853744,0.319404427,0.428814024,4.549451404,0.240636933,3.3510907,89.3015873,0.164211968,23752.89945
8020554,1.58,0.010299534,0.489466026,0.16667586,5.717005787,0.010387728,0.491010469,0.16667586,908.5387122,2752.257475,59.7658057,2173.544794,3182.389313,4453.565726,5444.747923,5902.310914,6131.625154,59.7703579,3.458333785,2.80E-05,1.62E-06,4.236921993,11.86585571,184.6148631,261.6420496,149.0370493,34.48337121,13.35515853,8.762313637,5.898755872,2.988093664,2.380643117,4.159085456,13.55473858,48.496798,2.528729598,2.04206631,2.697289803,3.140474056,3.947255618,5.183967002,5.744459551,6.655025953,10.12096658,5.248841611,3.463285156,2.49642769,2.709868616,1.103702867,0.097911473,0.111606524,2.597054165,3.798578529,5.915509683,4.981045678,0.010220441,0.791278623,1.817933611,0.008598334,0.0002418,0.292073525,0.037394312,0.002364814,4.08E-08,18.03863111,1025.915637,109.9610039,24.20475374,0.000728698,123.572323,121.572323,117.572323,849.3318129,1281.823028,2445.709282,4274.216603,4779.241214,5497.901456,1.910365643,91.30952381,36.52380952,3.658730159,0.543525982,0.958048771,2.578870423,91.30952381,36.52380952,3.658730159,0.35998211,0.576188682,1.358551604,25.47619048,11.88095238,0.087035741,3.177383926,0.094051957,3.100363599,0.107488882,2.831721918,0.209881561,2.48843986,0.583838575,2.035151391,18.33902484,10.54097711,6.782051282,0.593095951,0.683630401,0.652109644,0,NA,1556.347854,0.977465817,1421.714375,0.970095074,1077.277327,0.951701246,486.1975195,0.885996553,249.7849585,0.688020845,19.88076456,12.4904195,4.570048309,0.643074873,0.693875881,0.569751968,0.70116543,0.591927476,0.155794838,5.247001755,247,72.62083526,0.92289323,0.039073896,53,36.78509015,0.545282323,0.273216139,31.80067754,3.633567877,10.24888415,5.727091788,58.84126984,0.155989068,2135793.203
